Date,Open,High,Low,Close,Adj Close,Volume
2017-10-19,54700,54700,52980,52980,45872.86719,12108700
2017-10-20,52800,54100,52800,53840,46617.50391,8027050
2017-10-23,54600,54640,54000,54300,47015.78906,8311050
2017-10-24,54700,54780,54040,54040,46790.67188,5806050
2017-10-25,54040,54420,53700,53900,46669.44531,5882850
2017-10-26,53720,53900,52400,52400,45370.67188,9776550
2017-10-27,52400,53320,52140,53080,45959.45313,7392500
2017-10-30,53780,54320,53700,54040,46790.67188,8196150
2017-10-31,54060,55440,53500,55080,47691.15625,13381550
2017-11-01,57500,57500,56180,57220,49544.07422,14510250
2017-11-02,57500,57520,56760,57060,49405.54297,10721050
2017-11-03,57060,57140,55860,56380,48816.76172,9935800
2017-11-06,56380,56500,55340,56380,48816.76172,9000950
2017-11-07,56380,56920,55860,56100,48574.33203,7464550
2017-11-08,56100,57060,55860,56760,49145.79688,8520200
2017-11-09,56920,56920,55900,56340,48782.13672,11994050
2017-11-10,55800,56540,55780,56400,48834.08984,6748800
2017-11-13,56400,56800,56100,56380,48816.76172,8806650
2017-11-14,56380,56740,55920,55920,48418.47656,6725000
2017-11-15,55920,56320,55320,55340,47916.27734,8816950
2017-11-16,55440,56000,55400,55780,48297.25781,7640700
2017-11-17,56400,56880,55820,55820,48331.88672,10733150
2017-11-20,55900,55980,55200,55200,47795.05859,9472750
2017-11-21,55400,55840,55280,55280,47864.32813,10324700
2017-11-22,55980,56200,55620,55960,48453.11328,7952950
2017-11-23,55960,55980,55020,55300,47881.65234,6272900
2017-11-24,55300,55500,55180,55460,48020.17969,4536200
2017-11-27,55360,55360,52640,52640,45578.48047,18128900
2017-11-28,52700,53280,51720,53280,46132.62109,13499400
2017-11-29,53200,53240,52500,52600,45543.83984,9590250
2017-11-30,50800,51860,50200,50800,43985.30469,29634150
2017-12-01,50800,51780,50800,50840,44019.95313,12868600
2017-12-04,50840,51340,50020,51340,44452.87109,14865050
2017-12-05,50600,51300,50280,51260,44383.59766,9326550
2017-12-06,51260,51560,50020,50020,43309.94531,10889200
2017-12-07,50040,50980,50020,50740,43933.35547,11065600
2017-12-08,51360,52000,51040,52000,45024.32422,11290450
2017-12-11,52000,52040,51500,51780,44833.83984,8125850
2017-12-12,51820,52100,51660,52100,45110.91797,8765050
2017-12-13,52100,52100,51100,51320,44435.55469,11333700
2017-12-14,51320,52280,51060,51060,44210.44141,20310400
2017-12-15,51240,51480,50520,50620,43829.45703,14928550
2017-12-18,50620,51240,50620,51200,44331.65625,7350250
2017-12-19,51540,52080,51520,51560,44643.35547,11978600
2017-12-21,51000,51060,49100,49140,42548.00391,15624300
2017-12-22,49400,49960,49240,49700,43032.86328,11199650
2017-12-26,49760,50100,48200,48200,41734.09766,16039850
2017-12-27,48960,49560,48460,49360,43123.19531,10743600
2017-12-28,49560,50960,49500,50960,44521.02344,8985450
2018-01-02,51380,51400,50780,51020,44573.44141,8474250
2018-01-03,52540,52560,51420,51620,45097.62891,10013500
2018-01-04,52120,52180,50640,51080,44625.85156,11695450
2018-01-05,51300,52120,51200,52120,45534.45313,9481150
2018-01-08,52400,52520,51500,52020,45447.08984,8383650
2018-01-09,51460,51720,49980,50400,44031.78516,18013600
2018-01-10,50500,50520,48640,48840,42668.89453,18566800
2018-01-11,48200,49260,48020,48240,42144.70313,25123800
2018-01-12,48240,48480,46760,48200,42109.76563,27270450
2018-01-15,48800,48980,47920,48540,42406.80078,10096000
2018-01-16,48760,50140,48620,50000,43682.32031,20389650
2018-01-17,50020,50020,49060,49620,43350.33984,11053050
2018-01-18,50020,50640,49820,49900,43594.96484,14848850
2018-01-19,50380,50380,49040,49320,43088.25,9219950
2018-01-22,48640,48680,47960,48240,42144.70313,12520900
2018-01-23,48660,49160,48300,49160,42948.46094,13532700
2018-01-24,48860,49700,48560,49340,43105.71484,9550500
2018-01-25,49220,50360,49160,50260,43909.46484,11160350
2018-01-26,50500,50780,49840,50780,44363.76172,10350100
2018-01-29,51200,51480,50900,51220,44748.17578,11838800
2018-01-30,50440,50640,49780,49800,43507.59375,12284550
2018-01-31,50020,54140,49600,49900,43594.96484,64681300
2018-02-01,50620,50960,49720,49820,43525.07031,27609450
2018-02-02,49380,49400,47700,47700,41672.93359,29260350
2018-02-05,46500,48320,46000,47920,41865.14063,28357900
2018-02-06,46600,47920,46580,47420,41428.32031,19406450
2018-02-07,48240,48260,45800,45800,40013,23448050
2018-02-08,46120,46620,45980,46000,40187.74609,23251050
2018-02-09,44440,45180,44420,44700,39051.99219,17465000
2018-02-12,45100,46320,45040,45720,39943.12109,15754950
2018-02-13,46200,48060,46200,47540,41533.15234,18923250
2018-02-14,48080,49100,47940,49000,42808.67969,18905900
2018-02-19,49800,49800,47860,48380,42267.01953,15353450
2018-02-20,48040,48160,47220,47400,41410.84766,10122600
2018-02-21,47280,47580,46840,47280,41306.00781,12880200
2018-02-22,47260,47260,46760,46760,40851.71484,8869950
2018-02-23,46760,47800,46760,47220,41253.58594,12423300
2018-02-26,47280,47560,47080,47380,41393.36719,9560650
2018-02-27,48360,48380,47380,47380,41393.36719,9830550
2018-02-28,47380,48100,47000,47060,41113.80469,15162350
2018-03-02,46580,46800,46000,46020,40205.20703,13265500
2018-03-05,45820,46160,45080,45200,39488.82422,14100950
2018-03-06,45920,47100,45820,47020,41078.85547,15423350
2018-03-07,48200,48900,47220,48620,42476.69922,21427050
2018-03-08,49200,49480,48080,49200,42983.40234,19463650
2018-03-09,49440,50540,49240,49740,43455.17969,14304400
2018-03-12,50560,50780,49580,49740,43455.17969,8688950
2018-03-13,50760,51660,50360,51660,45132.58203,20098700
2018-03-14,51020,52000,51000,51760,45219.94141,12713250
2018-03-15,52000,52020,51020,51540,45027.73828,8882450
2018-03-16,51220,51420,50240,51140,44678.28125,12184900
2018-03-19,50620,51340,50440,50740,44328.81641,8218850
2018-03-20,50700,51200,50100,51200,44730.70313,8193250
2018-03-21,51780,51780,51060,51060,44608.39844,8905200
2018-03-22,51060,51780,51040,51780,45237.41016,8454100
2018-03-23,50340,50720,49600,49720,43437.70313,14854950
2018-03-26,49420,50280,49040,50280,43926.9375,10057750
2018-03-27,50320,50460,49080,49980,43664.84766,11874000
2018-03-28,49100,49100,48340,48700,42546.58984,15159450
2018-03-29,48700,49560,48320,49040,43157.33594,10067000
2018-03-30,49080,49900,49080,49220,43315.73828,7777100
2018-04-02,49000,49220,48500,48540,42717.30469,7115650
2018-04-03,47880,48140,47280,48120,42347.69141,12768250
2018-04-04,48160,48260,46920,46920,41291.64453,12384200
2018-04-05,47400,49380,47340,48740,42893.31641,13245600
2018-04-06,48000,48580,47400,48400,42594.10547,12532700
2018-04-09,48260,49440,48200,49200,43298.14063,9950400
2018-04-10,48540,49220,48040,48880,43016.52344,10984350
2018-04-11,49900,49900,48600,48860,42998.92188,10051100
2018-04-12,49440,49440,48880,49000,43122.13281,12466250
2018-04-13,49600,50180,49400,49800,43826.16797,10278300
2018-04-16,50320,50600,49860,50340,44301.38672,7877450
2018-04-17,50240,50540,49820,49980,43984.57031,7772000
2018-04-18,51000,51360,50580,51360,45199.03125,13462600
2018-04-19,52000,52980,51540,52780,46448.69531,17190550
2018-04-20,51800,52260,51420,51620,45427.83984,11761000
2018-04-23,51000,52080,51000,51900,45674.26172,11619000
2018-04-24,51840,51860,50080,50460,44406.99219,15770300
2018-04-25,49220,50500,49220,50400,44354.19531,16614600
2018-04-26,50420,52160,50400,52140,45885.46484,18046550
2018-04-27,53380,53640,52440,53000,46642.30859,30310800
2018-04-30,53000,53000,53000,53000,46642.30859,0
2018-05-02,53000,53000,53000,53000,46642.30859,0
2018-05-03,53000,53000,53000,53000,46642.30859,0
2018-05-04,53000,53900,51800,51900,45674.26172,39565391
2018-05-08,52600,53200,51900,52600,46290.28906,23104720
2018-05-09,52600,52800,50900,50900,44794.21875,16128305
2018-05-10,51700,51700,50600,51600,45410.25,13905263
2018-05-11,52000,52200,51200,51300,45146.22266,10314997
2018-05-14,51000,51100,49900,50100,44090.17969,14909272
2018-05-15,50200,50400,49100,49200,43298.14063,18709146
2018-05-16,49200,50200,49150,49850,43870.16406,15918683
2018-05-17,50300,50500,49400,49400,43474.14844,10365440
2018-05-18,49900,49900,49350,49500,43562.14453,6706570
2018-05-21,49650,50200,49100,50000,44002.18359,9020998
2018-05-23,50600,52000,50400,51800,45586.25,17095490
2018-05-24,52000,52000,51100,51400,45234.23828,8289275
2018-05-25,51000,52800,50800,52700,46378.29688,15207266
2018-05-28,52500,53000,52000,52300,46026.27344,9787820
2018-05-29,52200,52500,51300,51300,45146.22266,8480437
2018-05-30,51300,51500,49100,49500,43562.14453,20498098
2018-05-31,50400,50800,49850,50700,44618.20703,63491109
2018-06-01,50500,51700,49950,51300,45146.22266,13038499
2018-06-04,50800,51200,50700,51100,44970.23047,9767171
2018-06-05,51100,51400,50400,51300,45146.22266,9144100
2018-06-07,51800,51800,50500,50600,44530.20313,13590016
2018-06-08,50200,50400,49600,49650,43694.15625,16951706
2018-06-11,49750,50300,49350,49900,43914.16797,10571312
2018-06-12,49700,49800,49250,49400,43474.14844,12110569
2018-06-14,49000,49000,48200,48200,42418.10156,20971729
2018-06-15,48500,48700,47650,47650,41934.05859,17080892
2018-06-18,47600,47650,46200,46600,41010.02734,16661870
2018-06-19,47200,47350,46500,47000,41362.03516,15217971
2018-06-20,47450,47600,46850,47000,41362.03516,12959316
2018-06-21,47900,47900,47050,47050,41406.04688,10015541
2018-06-22,47000,47250,46200,47250,41582.0625,10298006
2018-06-25,47050,47050,46150,46650,41054.03125,10587711
2018-06-26,45900,47300,45900,47000,41362.03516,11223166
2018-06-27,47450,48500,47000,47950,42198.08203,15274752
2018-06-28,46850,47150,46600,46800,41492.35938,12784800
2018-06-29,46250,47150,46200,46650,41359.36719,14099635
2018-07-02,46500,47150,45500,45550,40384.125,13112253
2018-07-03,45750,46450,45750,46150,40916.07422,10959655
2018-07-04,46700,47050,46050,46250,41004.73828,8776763
2018-07-05,46100,46550,45600,45950,40738.75781,7039773
2018-07-06,45500,45850,44650,44900,39807.84375,17843706
2018-07-09,45500,46100,45200,45600,40428.44922,11602464
2018-07-10,46200,46550,46100,46300,41049.0625,10528665
2018-07-11,46400,46450,45400,46000,40783.08984,11224077
2018-07-12,45900,46250,45450,45500,40339.80078,11828104
2018-07-13,45800,46500,45750,46500,41226.38281,11543389
2018-07-16,46800,46800,46000,46050,40827.41797,7678719
2018-07-17,46150,46200,45600,45850,40650.10156,8892953
2018-07-18,46700,47200,46450,46550,41270.71484,10952645
2018-07-19,47050,47200,46600,46900,41581.02344,9880128
2018-07-20,47000,47600,46700,47450,42068.64063,10474547
2018-07-23,47100,47200,46150,46500,41226.38281,10823782
2018-07-24,46350,46600,45950,46150,40916.07422,8261363
2018-07-25,46250,46550,45900,46150,40916.07422,7222471
2018-07-26,46100,47000,46000,46900,41581.02344,7374946
2018-07-27,46450,47000,46450,46900,41581.02344,4762460
2018-07-30,46550,46800,46350,46500,41226.38281,5723035
2018-07-31,46200,46450,46000,46250,41004.73828,8033607
2018-08-01,46050,46850,46050,46550,41270.71484,7484499
2018-08-02,46550,46800,45500,45550,40384.125,8560924
2018-08-03,45850,45900,45450,45750,40561.44531,8274944
2018-08-06,46150,46150,45750,45800,40605.77344,6771979
2018-08-07,46300,46750,45900,46700,41403.69922,9058174
2018-08-08,47000,47000,46550,46800,41492.35938,6429338
2018-08-09,47000,47050,46450,46900,41581.02344,12010886
2018-08-10,46150,46400,44850,45400,40251.13672,16670643
2018-08-13,44950,45100,44650,45050,39940.82813,9803831
2018-08-14,44850,45400,44850,45150,40029.48828,6409259
2018-08-16,43800,44650,43700,44250,39231.5625,10088229
2018-08-17,44050,44400,44050,44100,39098.57422,6808747
2018-08-20,43500,44200,43500,43850,38876.91797,7289124
2018-08-21,43700,44900,43700,44800,39719.17188,9520270
2018-08-22,45150,46200,44900,46100,40871.74219,11641656
2018-08-23,46150,46200,45700,46200,40960.40625,6730918
2018-08-24,45900,46400,45550,46150,40916.07422,6582535
2018-08-27,46100,46550,46000,46300,41049.0625,5263782
2018-08-28,46800,46950,46300,46550,41270.71484,7365976
2018-08-29,46750,46800,46400,46800,41492.35938,5572374
2018-08-30,46950,47950,46700,47650,42245.96484,12193231
2018-08-31,47100,48450,47000,48450,42955.23047,13577454
2018-09-03,48200,48300,47300,47450,42068.64063,8595084
2018-09-04,47550,47800,47200,47650,42245.96484,6791255
2018-09-05,47300,47450,46400,46600,41315.04297,9139998
2018-09-06,46200,46400,45800,46100,40871.74219,9040553
2018-09-07,44500,45200,44400,44900,39807.84375,18285508
2018-09-10,45450,45550,45000,45500,40339.80078,9979838
2018-09-11,45550,45900,45050,45050,39940.82813,9865790
2018-09-12,44900,45100,44500,44550,39497.52344,12995269
2018-09-13,44550,44750,44000,44050,39054.23438,18277942
2018-09-14,45000,45850,44900,45850,40650.10156,12446344
2018-09-17,45550,45800,44900,45150,40029.48828,8123384
2018-09-18,44950,45900,44700,45500,40339.80078,9987090
2018-09-19,46000,46200,45700,46150,40916.07422,9367454
2018-09-20,46850,47600,46400,47250,41891.32422,13536966
2018-09-21,46550,47550,46550,47400,42024.30859,14476906
2018-09-27,46950,47500,46450,47500,42429.85547,15804586
2018-09-28,47250,47250,46300,46450,41491.92969,11270515
2018-10-01,46450,46800,45800,46350,41402.60156,6354983
2018-10-02,46450,46700,45700,45700,40821.98047,6607188
2018-10-04,45150,45600,44700,44700,39928.73047,11865327
2018-10-05,44800,45500,44550,44700,39928.73047,10544165
2018-10-08,44200,45200,44200,44950,40152.04688,6759464
2018-10-10,45250,45500,44500,45300,40464.67578,10341349
2018-10-11,44000,44650,43100,43100,38499.51172,19324537
2018-10-12,43200,44650,43200,44000,39303.43359,12640906
2018-10-15,44050,44050,43350,43800,39124.78906,7434522
2018-10-16,43700,44150,43350,43600,38946.13281,6825677
2018-10-17,44150,44500,44000,44150,39437.43359,8306193
2018-10-18,43950,44450,43700,44050,39348.09766,8347725
2018-10-19,43900,44150,43450,43900,39214.11328,7842520
2018-10-22,43450,43950,43200,43550,38901.47266,8357648
2018-10-23,43300,43450,42550,43050,38454.84766,9531231
2018-10-24,43050,43100,42250,42550,38008.21094,13522825
2018-10-25,40600,41550,40550,41000,36623.66016,19338170
2018-10-26,41100,41300,40400,41000,36623.66016,14413864
2018-10-29,40850,41950,40550,41400,36980.96484,14460521
2018-10-30,41400,43000,41000,42350,37829.5625,14205190
2018-10-31,42900,43350,41700,42400,37874.23047,17621480
2018-11-01,42450,42950,42150,42150,37650.91406,13423132
2018-11-02,43050,44250,42800,44150,39437.43359,16517112
2018-11-05,43750,43800,42900,43800,39124.78906,9426777
2018-11-06,43750,43800,42950,43750,39080.13672,7713625
2018-11-07,43600,44500,43400,44000,39303.43359,11553998
2018-11-08,44900,45050,44050,44050,39348.09766,12617397
2018-11-09,44450,44850,43900,44300,39571.41406,7318500
2018-11-12,43850,45250,43700,45200,40375.36328,8552566
2018-11-13,43900,44500,43400,44500,39750.08203,9311126
2018-11-14,44500,44500,43800,44100,39392.76953,6783344
2018-11-15,44050,44350,43500,44250,39526.75781,5864067
2018-11-16,44600,44750,43700,44000,39303.43359,7777124
2018-11-19,44050,44250,43450,43650,38990.80078,7538720
2018-11-20,42450,43000,42100,42800,38231.52734,9420664
2018-11-21,41800,42300,41800,42100,37606.24609,10769589
2018-11-22,42000,42650,42000,42450,37918.87891,5970796
2018-11-23,42450,42600,41900,42400,37874.23047,5192638
2018-11-26,42150,42800,42100,42600,38052.88281,6613009
2018-11-27,42900,43100,42500,43050,38454.84766,8367091
2018-11-28,42800,43200,42750,43150,38544.16797,6943099
2018-11-29,43850,43850,42900,43150,38544.16797,8473511
2018-11-30,43450,44000,41750,41850,37382.94141,19775519
2018-12-03,42750,43400,42400,43250,38633.5,12110702
2018-12-04,42650,42900,41900,42150,37650.91406,14347746
2018-12-05,40900,41750,40850,41450,37025.625,12631983
2018-12-06,40600,41100,40450,40500,36177.03125,14251826
2018-12-07,40900,41400,40850,40950,36578.99609,11433083
2018-12-10,40450,40650,40000,40200,35909.05469,14892263
2018-12-11,40600,40700,40200,40250,35953.71875,10638766
2018-12-12,40250,40700,40150,40450,36132.36328,12024279
2018-12-13,40650,40750,40000,40000,35730.40234,26254646
2018-12-14,40200,40200,38700,38950,34792.47656,19671783
2018-12-17,38650,39600,38650,39150,34971.13672,11532968
2018-12-18,38300,39200,38300,38900,34747.82031,11042101
2018-12-19,38900,39350,38850,39100,34926.46484,9942037
2018-12-20,38600,39100,38500,38650,34524.49609,11937617
2018-12-21,38200,38650,38100,38650,34524.49609,14947080
2018-12-24,38500,39050,38300,38800,34658.49609,9729530
2018-12-26,38400,38750,38300,38350,34256.51953,12707675
2018-12-27,38700,38800,38100,38250,34485.53516,10510643
2018-12-28,38250,38900,38200,38700,34891.23438,9900267
2019-01-02,39400,39400,38550,38750,34936.32031,7847664
2019-01-03,38300,38550,37450,37600,33899.50391,12471493
2019-01-04,37450,37600,36850,37450,33764.26563,14108958
2019-01-07,38000,38900,37800,38750,34936.32031,12748997
2019-01-08,38000,39200,37950,38100,34350.28906,12756554
2019-01-09,38650,39600,38300,39600,35702.65625,17452708
2019-01-10,40000,40150,39600,39800,35882.97656,14731699
2019-01-11,40350,40550,39950,40500,36514.08203,11661063
